meter,first_ts,last_ts,first_cum,last_cum,overall_by_range,robust_sum_diffs,used_total
14462226,2025-05-31 06:15:00,2025-06-08 06:00:00,4700904.0,4818235.0,117331.0,117331.0,117331.0
14462227,2025-06-01 12:15:00,2025-06-08 06:00:00,48368.0,61623.0,13255.0,13255.0,13255.0
14462228,2025-05-27 00:00:00,2025-06-02 00:00:00,723954.0,729561.0,5607.0,5607.0,5607.0
14462229,2025-06-01 12:15:00,2025-06-08 00:00:00,216741.0,216741.0,0.0,0.0,0.0
14462231,2025-05-26 00:00:00,2025-06-05 00:00:00,2398851.0,2458264.0,59413.0,59413.0,59413.0
14462233,2025-06-01 12:15:00,2025-06-08 12:00:00,4048257.0,4102958.0,54701.0,54701.0,54701.0
14462234,2025-06-01 12:15:00,2025-06-08 00:00:00,1535042.0,1543904.0,8862.0,8862.0,8862.0
14462236,2025-06-01 00:00:00,2025-06-07 00:00:00,3664351.0,3705132.0,40781.0,40781.0,40781.0
14462239,2025-06-01 12:15:00,2025-06-08 12:00:00,2700219.0,2736919.0,36700.0,36700.0,36700.0
14462240,2025-05-30 00:00:00,2025-06-08 00:00:00,2092670.0,2135526.0,42856.0,42856.0,42856.0
14462241,2025-05-31 18:15:00,2025-06-08 06:00:00,561112.0,573244.0,12132.0,12132.0,12132.0
14462242,2025-06-02 00:00:00,2025-06-08 00:00:00,2513808.0,2545265.0,31457.0,31457.0,31457.0
14462244,2025-06-01 00:15:00,2025-06-08 06:00:00,47397.0,67970.0,20573.0,20573.0,20573.0
14462245,2025-05-30 00:00:00,2025-06-07 00:00:00,58014.0,59220.0,1206.0,1206.0,1206.0
14462247,2025-06-02 00:00:00,2025-06-08 00:00:00,1022771.0,1045235.0,22464.0,22464.0,22464.0
14462248,2025-06-01 12:15:00,2025-06-08 12:00:00,1192094.0,1208749.0,16655.0,16655.0,16655.0
14462249,2025-06-01 12:15:00,2025-06-08 12:00:00,2226984.0,2258125.0,31141.0,31141.0,31141.0
14462251,2025-06-01 00:00:00,2025-06-08 00:00:00,11296314.0,11447643.0,151329.0,151329.0,151329.0
14462254,2025-06-01 00:00:00,2025-06-07 00:00:00,520328.0,529154.0,8826.0,8826.0,8826.0
14462255,2025-06-01 12:15:00,2025-06-08 12:00:00,1707026.0,1738608.0,31582.0,31582.0,31582.0
14462256,2025-05-25 03:15:00,2025-06-08 00:00:00,1510475.0,1561287.0,50812.0,50812.0,50812.0
14462260,2025-06-01 12:15:00,2025-06-08 12:00:00,406239.0,418133.0,11894.0,11894.0,11894.0
14462261,2025-06-01 12:15:00,2025-06-08 00:00:00,162741.0,196331.0,33590.0,33590.0,33590.0
14462262,2025-05-24 00:00:00,2025-06-06 00:00:00,2137964.0,2214436.0,76472.0,76472.0,76472.0
14462263,2025-06-02 00:00:00,2025-06-07 00:00:00,605118.0,614276.0,9158.0,9158.0,9158.0
14462264,2025-06-01 12:15:00,2025-06-08 11:45:00,688642.0,708635.0,19993.0,19993.0,19993.0
14462265,2025-05-27 00:00:00,2025-06-05 00:00:00,2489836.0,2493640.0,3804.0,3804.0,3804.0
14462266,2025-05-30 00:00:00,2025-06-07 00:00:00,2743588.0,2776881.0,33293.0,33293.0,33293.0
14462269,2025-06-01 12:15:00,2025-06-08 06:00:00,5468202.0,5560886.0,92684.0,92684.0,92684.0
14462272,2025-05-24 00:00:00,2025-06-07 00:00:00,2236.0,2236.0,0.0,0.0,0.0
14462273,2025-05-26 00:15:00,2025-06-08 00:00:00,4652424.0,4795374.0,142950.0,142950.0,142950.0
14462274,2025-06-02 00:00:00,2025-06-05 00:00:00,514802.0,515074.0,272.0,272.0,272.0
14462275,2025-06-01 12:15:00,2025-06-07 00:00:00,2151258.0,2179967.0,28709.0,28709.0,28709.0
14462276,2025-06-01 12:15:00,2025-06-08 12:00:00,557478.0,558413.0,935.0,935.0,935.0
14462277,2025-06-01 00:00:00,2025-06-08 00:00:00,817367.0,831617.0,14250.0,14250.0,14250.0
14462278,2025-06-01 12:15:00,2025-06-08 12:00:00,498285.0,501328.0,3043.0,3043.0,3043.0
14462279,2025-05-31 00:15:00,2025-06-07 00:00:00,417102.0,435464.0,18362.0,18362.0,18362.0
14462281,2025-05-13 00:00:00,2025-06-01 00:00:00,1344753.0,1388998.0,44245.0,44245.0,44245.0
14462284,2025-06-01 12:15:00,2025-06-08 00:00:00,1094820.0,1114430.0,19610.0,19610.0,19610.0
14462285,2025-06-01 12:15:00,2025-06-08 12:00:00,868132.0,884005.0,15873.0,15873.0,15873.0
14462286,2025-05-30 00:00:00,2025-06-06 00:00:00,259686.0,261821.0,2135.0,2135.0,2135.0
14462287,2025-06-01 00:15:00,2025-06-08 12:00:00,1188838.0,1208823.0,19985.0,19985.0,19985.0
14462288,2025-06-01 06:15:00,2025-06-08 12:00:00,4943371.0,5126275.0,182904.0,182904.0,182904.0
14462290,2025-06-01 12:15:00,2025-06-08 12:00:00,93324.0,94247.0,923.0,923.0,923.0
14462291,2025-06-01 06:15:00,2025-06-08 00:00:00,501531.0,505498.0,3967.0,3967.0,3967.0
14462292,2025-06-02 00:00:00,2025-06-08 00:00:00,2662479.0,2681561.0,19082.0,19082.0,19082.0
14462300,2025-05-30 00:00:00,2025-06-07 00:00:00,1877238.0,1885311.0,8073.0,8073.0,8073.0
14462305,2025-06-01 12:15:00,2025-06-08 00:00:00,725044.0,744993.0,19949.0,19949.0,19949.0
14462307,2025-05-31 00:00:00,2025-06-07 00:00:00,368005.0,372542.0,4537.0,4537.0,4537.0
14462309,2025-06-02 00:00:00,2025-06-08 00:00:00,2514.0,2514.0,0.0,0.0,0.0
14462310,2025-05-27 00:00:00,2025-06-07 00:00:00,122847.0,125977.0,3130.0,3130.0,3130.0
14462312,2025-05-28 00:15:00,2025-06-08 00:00:00,960261.0,1012115.0,51854.0,51854.0,51854.0
14462313,2025-06-01 12:15:00,2025-06-08 12:00:00,3649827.0,3649827.0,0.0,0.0,0.0
14462314,2025-05-18 00:00:00,2025-06-01 00:00:00,2407.0,2407.0,0.0,0.0,0.0
14462317,2025-06-01 12:15:00,2025-06-08 00:00:00,1794669.0,1821772.0,27103.0,27103.0,27103.0
14462318,2025-06-01 12:15:00,2025-06-07 20:00:00,69857.0,69857.0,0.0,0.0,0.0
14462319,2025-05-20 00:00:00,2025-06-02 00:00:00,371246.0,375572.0,4326.0,4326.0,4326.0
14462321,2025-06-02 00:00:00,2025-06-08 00:00:00,3478579.0,3505806.0,27227.0,27227.0,27227.0
14462322,2025-05-28 12:15:00,2025-06-08 00:00:00,2879998.0,2938912.0,58914.0,58914.0,58914.0
14462325,2025-06-01 12:15:00,2025-06-08 12:00:00,1582272.0,1619442.0,37170.0,37170.0,37170.0
14462326,2025-05-30 00:00:00,2025-06-07 00:00:00,1293391.0,1315567.0,22176.0,22176.0,22176.0
14462327,2025-06-01 06:15:00,2025-06-08 12:00:00,1616809.0,1639557.0,22748.0,22748.0,22748.0
14462329,2025-05-29 00:00:00,2025-06-08 00:00:00,7013664.0,7181084.0,167420.0,167420.0,167420.0
14462331,2025-06-02 00:00:00,2025-06-08 00:00:00,5995972.0,6077481.0,81509.0,81509.0,81509.0
14462332,2025-06-01 12:15:00,2025-06-08 12:00:00,1013719.0,1028153.0,14434.0,14434.0,14434.0
14462334,2025-06-01 12:15:00,2025-06-08 12:00:00,1940846.0,2005966.0,65120.0,65120.0,65120.0
14462335,2025-06-01 12:00:00,2025-06-08 12:00:00,1585982.0,1613405.0,27423.0,27423.0,27423.0
14462336,2025-05-31 06:15:00,2025-06-08 00:00:00,1046048.0,1065023.0,18975.0,18975.0,18975.0
14462337,2025-06-01 12:15:00,2025-06-08 12:00:00,1055937.0,1074697.0,18760.0,18760.0,18760.0
14462338,2025-06-02 00:00:00,2025-06-06 00:00:00,1069687.0,1069687.0,0.0,0.0,0.0
14462339,2025-06-01 12:15:00,2025-06-08 12:00:00,962497.0,978747.0,16250.0,16250.0,16250.0
14462342,2025-05-27 00:00:00,2025-06-07 00:00:00,291405.0,291445.0,40.0,40.0,40.0
14462343,2025-06-01 12:15:00,2025-06-08 00:00:00,1224669.0,1243684.0,19015.0,19015.0,19015.0
14462344,2025-06-01 12:15:00,2025-06-08 12:00:00,1969940.0,1993282.0,23342.0,23342.0,23342.0
14462346,2025-06-01 12:15:00,2025-06-08 12:00:00,2212103.0,2249304.0,37201.0,37201.0,37201.0
14462347,2025-06-01 12:15:00,2025-06-08 12:00:00,1249245.0,1272721.0,23476.0,23476.0,23476.0
14462348,2025-05-30 00:00:00,2025-06-06 00:00:00,2869138.0,2924133.0,54995.0,54995.0,54995.0
14462349,2025-05-31 00:15:00,2025-06-08 00:00:00,3871037.0,3922987.0,51950.0,51950.0,51950.0
14462350,2025-06-02 00:00:00,2025-06-05 00:00:00,2470237.0,2491166.0,20929.0,20929.0,20929.0
14462351,2025-06-01 12:15:00,2025-06-08 12:00:00,1393148.0,1412534.0,19386.0,19386.0,19386.0
14462352,2025-06-01 12:15:00,2025-06-08 12:00:00,924918.0,941511.0,16593.0,16593.0,16593.0
14462353,2025-06-01 00:00:00,2025-06-08 00:00:00,465308.0,472870.0,7562.0,7562.0,7562.0
14462354,2025-05-25 03:15:00,2025-06-08 06:00:00,1432903.0,1473377.0,40474.0,40474.0,40474.0
14462356,2025-06-01 12:15:00,2025-06-08 12:00:00,3986250.0,4042820.0,56570.0,56570.0,56570.0
14462359,2025-06-01 06:15:00,2025-06-08 00:00:00,1473147.0,1488667.0,15520.0,15520.0,15520.0
14462361,2025-06-01 12:15:00,2025-06-08 06:00:00,2011334.0,2039827.0,28493.0,28493.0,28493.0
14462363,2025-05-31 12:15:00,2025-06-08 00:00:00,653036.0,665260.0,12224.0,12224.0,12224.0
14462364,2025-06-01 12:15:00,2025-06-08 12:00:00,4116533.0,4175367.0,58834.0,58834.0,58834.0
14462365,2025-06-01 12:15:00,2025-06-08 12:00:00,1507673.0,1542447.0,34774.0,34774.0,34774.0
14462369,2025-06-01 12:15:00,2025-06-08 12:00:00,1020515.0,1038893.0,18378.0,18378.0,18378.0
14462371,2025-06-01 12:15:00,2025-06-07 16:00:00,6414.0,6998.0,584.0,584.0,584.0
14462372,2025-06-01 12:15:00,2025-06-03 06:00:00,11196835.0,11245949.0,49114.0,49114.0,49114.0
14462375,2025-06-01 12:15:00,2025-06-08 12:00:00,4644.0,4659.0,15.0,15.0,15.0
14462377,2025-06-01 06:15:00,2025-06-08 00:00:00,1092619.0,1105607.0,12988.0,12988.0,12988.0
14462379,2025-06-01 12:15:00,2025-06-08 12:00:00,3039824.0,3100814.0,60990.0,60990.0,60990.0
14462381,2025-05-31 00:00:00,2025-06-06 00:00:00,1172637.0,1190360.0,17723.0,17723.0,17723.0
14462382,2025-05-29 00:00:00,2025-06-02 00:00:00,4411537.0,4440580.0,29043.0,29043.0,29043.0
14462383,2025-06-01 12:15:00,2025-06-08 12:00:00,1900104.0,1932426.0,32322.0,32322.0,32322.0
14462384,2025-05-29 00:00:00,2025-06-07 00:00:00,2252348.0,2287477.0,35129.0,35129.0,35129.0
14462385,2025-06-01 12:15:00,2025-06-08 12:00:00,919768.0,928901.0,9133.0,9133.0,9133.0
14462386,2025-05-31 12:15:00,2025-06-07 00:00:00,1470391.0,1486352.0,15961.0,15961.0,15961.0
14462387,2025-06-01 12:15:00,2025-06-08 06:00:00,2336602.0,2365365.0,28763.0,28763.0,28763.0
14462389,2025-05-31 00:00:00,2025-06-07 00:00:00,97935.0,97935.0,0.0,0.0,0.0
14462392,2025-06-02 00:00:00,2025-06-08 00:00:00,3080876.0,3081273.0,397.0,397.0,397.0
14462394,2025-06-01 12:15:00,2025-06-08 12:00:00,987465.0,1003936.0,16471.0,16471.0,16471.0
14462396,2025-06-01 12:15:00,2025-06-08 06:00:00,1623294.0,1640840.0,17546.0,17546.0,17546.0
14462397,2025-06-02 00:00:00,2025-06-06 00:00:00,1828674.0,1846384.0,17710.0,17710.0,17710.0
14462400,2025-06-02 00:00:00,2025-06-07 00:00:00,1933315.0,1957248.0,23933.0,23933.0,23933.0
14462401,2025-05-31 00:00:00,2025-06-01 00:00:00,3949787.0,3961125.0,11338.0,11338.0,11338.0
14462402,2025-05-30 00:00:00,2025-06-04 00:00:00,2092324.0,2104462.0,12138.0,12138.0,12138.0
14462404,2025-06-01 12:15:00,2025-06-08 00:00:00,1757471.0,1787607.0,30136.0,30136.0,30136.0
14462406,2025-06-02 00:00:00,2025-06-08 00:00:00,2251035.0,2286546.0,35511.0,35511.0,35511.0
14462407,2025-06-01 12:15:00,2025-06-08 12:00:00,1235461.0,1252310.0,16849.0,16849.0,16849.0
14462408,2025-06-01 12:15:00,2025-06-07 20:00:00,4180204.0,4221609.0,41405.0,41405.0,41405.0
14462409,2025-06-02 00:00:00,2025-06-08 00:00:00,1508789.0,1511313.0,2524.0,2524.0,2524.0
14462413,2025-06-01 12:15:00,2025-06-08 12:00:00,185949.0,186642.0,693.0,693.0,693.0
14462415,2025-06-01 12:15:00,2025-06-08 12:00:00,3163170.0,3200210.0,37040.0,37040.0,37040.0
14462419,2025-06-01 12:15:00,2025-06-08 12:00:00,1685043.0,1696779.0,11736.0,11736.0,11736.0
14462421,2025-06-01 12:15:00,2025-06-08 00:00:00,1223345.0,1239410.0,16065.0,16065.0,16065.0
14462422,2025-06-01 12:15:00,2025-06-07 16:00:00,2123718.0,2139235.0,15517.0,15517.0,15517.0
14462424,2025-05-31 00:15:00,2025-06-08 00:00:00,1730366.0,1758752.0,28386.0,28386.0,28386.0
14462425,2025-06-01 12:15:00,2025-06-08 12:00:00,3337361.0,3379537.0,42176.0,42176.0,42176.0
14462426,2025-06-01 12:15:00,2025-06-05 06:00:00,3533239.0,3571438.0,38199.0,38199.0,38199.0
14462427,2025-06-01 12:15:00,2025-06-08 12:00:00,3366123.0,3399697.0,33574.0,33574.0,33574.0
14462428,2025-06-02 00:00:00,2025-06-07 00:00:00,2251166.0,2280193.0,29027.0,29027.0,29027.0
14462429,2025-06-02 00:00:00,2025-06-05 00:00:00,2973445.0,2992341.0,18896.0,18896.0,18896.0
14462432,2024-10-01 00:00:00,2025-06-08 00:00:00,2280.0,228456.0,226176.0,226176.0,226176.0
14462433,2025-05-29 21:30:00,2025-06-08 00:00:00,1040419.0,1060199.0,19780.0,19780.0,19780.0
14462434,2025-06-01 12:15:00,2025-06-08 12:00:00,62124.0,62124.0,0.0,0.0,0.0
14462436,2025-06-01 12:15:00,2025-06-08 12:00:00,2845920.0,2885930.0,40010.0,40010.0,40010.0
14462437,2025-06-01 12:15:00,2025-06-08 12:00:00,2379109.0,2419050.0,39941.0,39941.0,39941.0
14462438,2025-06-02 00:00:00,2025-06-07 00:00:00,223646.0,223646.0,0.0,0.0,0.0
14462439,2025-05-27 00:00:00,2025-06-06 00:00:00,65227.0,65227.0,0.0,0.0,0.0
14462440,2025-06-01 12:15:00,2025-06-08 12:00:00,2558371.0,2602263.0,43892.0,43892.0,43892.0
14462441,2025-05-31 00:00:00,2025-06-08 00:00:00,2351736.0,2406901.0,55165.0,55165.0,55165.0
14462442,2025-06-01 00:00:00,2025-06-01 00:00:00,1211882.0,1211882.0,0.0,0.0,0.0
14462443,2025-06-02 00:00:00,2025-06-08 00:00:00,8178041.0,8221972.0,43931.0,43931.0,43931.0
14462444,2025-06-01 00:00:00,2025-06-01 00:00:00,2868032.0,2868032.0,0.0,0.0,0.0
14462446,2025-05-07 00:00:00,2025-06-01 00:00:00,4983401.0,5123774.0,140373.0,140373.0,140373.0
14462448,2025-06-01 00:00:00,2025-06-02 00:00:00,2120857.0,2121813.0,956.0,956.0,956.0
14462449,2025-06-01 12:15:00,2025-06-08 12:00:00,12740.0,12740.0,0.0,0.0,0.0
14462450,2025-06-01 12:15:00,2025-06-08 12:00:00,50961.0,51554.0,593.0,593.0,593.0
14462453,2025-06-01 06:15:00,2025-06-08 00:00:00,1231695.0,1255083.0,23388.0,23388.0,23388.0
14462455,2025-05-30 00:00:00,2025-06-08 00:00:00,1142512.0,1174737.0,32225.0,32225.0,32225.0
14462456,2025-06-02 00:00:00,2025-06-08 00:00:00,1355612.0,1375048.0,19436.0,19436.0,19436.0
14462459,2025-06-01 12:15:00,2025-06-08 12:00:00,929334.0,941020.0,11686.0,11686.0,11686.0
14462462,2025-06-01 12:15:00,2025-06-08 12:00:00,768270.0,781301.0,13031.0,13031.0,13031.0
14462463,2025-06-01 06:15:00,2025-06-08 00:00:00,1045948.0,1059508.0,13560.0,13560.0,13560.0
14462465,2025-06-02 00:00:00,2025-06-06 00:00:00,1985536.0,2000814.0,15278.0,15278.0,15278.0
14462467,2025-06-01 12:15:00,2025-06-05 06:00:00,1311337.0,1318152.0,6815.0,6815.0,6815.0
14462468,2025-06-01 06:15:00,2025-06-07 00:00:00,7642850.0,7736991.0,94141.0,94141.0,94141.0
14462470,2025-05-22 00:00:00,2025-06-01 00:00:00,3875899.0,3946132.0,70233.0,70233.0,70233.0
14462471,2025-05-31 00:00:00,2025-06-08 00:00:00,801827.0,813326.0,11499.0,11499.0,11499.0
14462473,2025-06-01 00:00:00,2025-06-01 00:00:00,4719399.0,4719399.0,0.0,0.0,0.0
14462476,2025-05-11 00:00:00,2025-06-07 00:00:00,2300361.0,2414826.0,114465.0,114465.0,114465.0
14462477,2025-05-30 18:15:00,2025-06-07 00:00:00,697268.0,704757.0,7489.0,7489.0,7489.0
14462478,2025-06-01 12:15:00,2025-06-08 12:00:00,2789683.0,2823455.0,33772.0,33772.0,33772.0
14462479,2025-06-01 12:15:00,2025-06-08 00:00:00,2458262.0,2504794.0,46532.0,46532.0,46532.0
14462480,2025-06-02 00:00:00,2025-06-08 00:00:00,50985.0,51643.0,658.0,658.0,658.0
14462485,2025-05-29 12:15:00,2025-06-08 12:00:00,2975519.0,3029953.0,54434.0,54434.0,54434.0
14462486,2025-06-01 12:15:00,2025-06-08 12:00:00,1051176.0,1063698.0,12522.0,12522.0,12522.0
14462487,2025-06-01 00:00:00,2025-06-07 00:00:00,1838455.0,1855494.0,17039.0,17039.0,17039.0
14462488,2025-06-01 12:15:00,2025-06-08 12:00:00,3376045.0,3434322.0,58277.0,58277.0,58277.0
14462490,2025-05-25 19:00:00,2025-06-08 00:00:00,2314.0,2316.0,2.0,2.0,2.0
14462491,2025-05-31 00:00:00,2025-06-08 00:00:00,2636616.0,2692220.0,55604.0,55604.0,55604.0
14462492,2025-06-01 00:00:00,2025-06-02 00:00:00,1265675.0,1268382.0,2707.0,2707.0,2707.0
14462493,2025-06-02 00:00:00,2025-06-06 00:00:00,466353.0,466673.0,320.0,320.0,320.0
14462494,2025-06-01 06:15:00,2025-06-08 12:00:00,577777.0,583208.0,5431.0,5431.0,5431.0
14462495,2025-06-01 12:15:00,2025-06-08 12:00:00,563177.0,578570.0,15393.0,15393.0,15393.0
14462497,2025-06-01 12:15:00,2025-06-08 06:00:00,2171943.0,2203884.0,31941.0,31941.0,31941.0
14462498,2025-06-03 00:00:00,2025-06-07 00:00:00,3547172.0,3587884.0,40712.0,40712.0,40712.0
14462499,2025-05-18 00:00:00,2025-06-04 00:00:00,4311831.0,4522234.0,210403.0,210403.0,210403.0
14462501,2025-06-01 12:15:00,2025-06-08 12:00:00,2009155.0,2039566.0,30411.0,30411.0,30411.0
14462502,2025-05-30 00:00:00,2025-06-07 00:00:00,1005507.0,1027361.0,21854.0,21854.0,21854.0
14462503,2025-05-29 00:00:00,2025-06-08 00:00:00,11213802.0,11315249.0,101447.0,101447.0,101447.0
14462505,2025-05-04 00:00:00,2025-06-07 00:00:00,4094601.0,4371831.0,277230.0,277230.0,277230.0
14462506,2025-05-29 00:00:00,2025-06-08 00:00:00,2828133.0,2914674.0,86541.0,86541.0,86541.0
14462507,2025-06-02 00:00:00,2025-06-05 00:00:00,2321391.0,2334753.0,13362.0,13362.0,13362.0
14462508,2025-05-31 06:15:00,2025-06-08 00:00:00,1928114.0,1966013.0,37899.0,37899.0,37899.0
14462509,2025-06-01 12:15:00,2025-06-08 11:45:00,3418975.0,3475681.0,56706.0,56706.0,56706.0
14462511,2025-05-31 18:15:00,2025-06-08 12:00:00,2564288.0,2610294.0,46006.0,46006.0,46006.0
14462512,2025-06-01 12:15:00,2025-06-07 00:00:00,3332479.0,3385814.0,53335.0,53335.0,53335.0
14462513,2025-06-01 06:15:00,2025-06-08 12:00:00,3054643.0,3112254.0,57611.0,57611.0,57611.0
14462516,2025-06-02 00:00:00,2025-06-08 00:00:00,1981295.0,2008097.0,26802.0,26802.0,26802.0
14462519,2025-06-02 00:00:00,2025-06-07 00:00:00,657710.0,666342.0,8632.0,8632.0,8632.0
14462520,2025-06-01 12:15:00,2025-06-07 05:45:00,750869.0,755521.0,4652.0,4652.0,4652.0
14462523,2025-06-01 12:15:00,2025-06-03 06:00:00,1718564.0,1725085.0,6521.0,6521.0,6521.0
14462525,2025-06-01 06:15:00,2025-06-08 06:00:00,439787.0,448629.0,8842.0,8842.0,8842.0
14462526,2025-06-01 12:15:00,2025-06-08 12:00:00,2375655.0,2379568.0,3913.0,3913.0,3913.0
14462527,2025-06-01 12:15:00,2025-06-08 12:00:00,2080323.0,2106513.0,26190.0,26190.0,26190.0
14462528,2025-06-01 12:15:00,2025-06-07 00:00:00,306391.0,316783.0,10392.0,10392.0,10392.0
14462529,2025-06-01 12:15:00,2025-06-08 12:00:00,4227228.0,4298827.0,71599.0,71599.0,71599.0
14462530,2025-06-01 12:15:00,2025-06-07 20:00:00,1700145.0,1724640.0,24495.0,24495.0,24495.0
14462531,2025-06-02 00:00:00,2025-06-07 00:00:00,1253380.0,1270817.0,17437.0,17437.0,17437.0
14462532,2025-05-31 12:15:00,2025-06-08 00:00:00,1387817.0,1404472.0,16655.0,16655.0,16655.0
14462534,2025-05-31 00:00:00,2025-06-06 00:00:00,1919332.0,1942887.0,23555.0,23555.0,23555.0
14462535,2025-05-24 00:00:00,2025-06-05 00:00:00,1127732.0,1148321.0,20589.0,20589.0,20589.0
14462536,2025-06-01 12:15:00,2025-06-07 06:00:00,1774524.0,1801162.0,26638.0,26638.0,26638.0
14462537,2025-05-30 18:30:00,2025-06-06 00:00:00,9030142.0,9160019.0,129877.0,129877.0,129877.0
14462538,2025-06-01 00:00:00,2025-06-08 00:00:00,3880837.0,3939545.0,58708.0,58708.0,58708.0
14462539,2025-05-04 00:00:00,2025-06-01 00:00:00,1932981.0,1964988.0,32007.0,32007.0,32007.0
14462541,2025-06-01 12:15:00,2025-06-08 12:00:00,490840.0,498781.0,7941.0,7941.0,7941.0
14462542,2025-06-01 12:15:00,2025-06-08 12:00:00,2003624.0,2009565.0,5941.0,5941.0,5941.0
14462543,2025-06-01 12:15:00,2025-06-08 12:00:00,143809.0,148556.0,4747.0,4747.0,4747.0
14462545,2025-06-01 12:15:00,2025-06-08 12:00:00,585545.0,604547.0,19002.0,19002.0,19002.0
14462546,2025-06-01 12:15:00,2025-06-08 12:00:00,76393.0,76393.0,0.0,0.0,0.0
14462547,2025-05-29 00:00:00,2025-06-07 00:00:00,1806775.0,1836626.0,29851.0,29851.0,29851.0
14462548,2025-06-01 12:15:00,2025-06-08 12:00:00,972244.0,985847.0,13603.0,13603.0,13603.0
14462549,2025-06-01 00:00:00,2025-06-07 00:00:00,1409482.0,1423078.0,13596.0,13596.0,13596.0
14462551,2025-06-02 00:00:00,2025-06-08 00:00:00,2523314.0,2545270.0,21956.0,21956.0,21956.0
14462552,2025-05-30 00:00:00,2025-06-08 00:00:00,3262308.0,3267222.0,4914.0,4914.0,4914.0
14462553,2025-06-01 12:15:00,2025-06-08 12:00:00,176316.0,177539.0,1223.0,1223.0,1223.0
14462554,2025-06-02 00:00:00,2025-06-08 00:00:00,683688.0,692905.0,9217.0,9217.0,9217.0
14462556,2025-05-31 18:15:00,2025-06-08 12:00:00,1143163.0,1150977.0,7814.0,7814.0,7814.0
14462557,2025-06-01 12:15:00,2025-06-07 16:00:00,1080950.0,1083198.0,2248.0,2248.0,2248.0
14462558,2025-06-01 12:15:00,2025-06-08 12:00:00,2990657.0,3044171.0,53514.0,53514.0,53514.0
14462559,2025-06-01 00:00:00,2025-06-01 00:00:00,5676793.0,5676793.0,0.0,0.0,0.0
14462560,2025-06-01 12:15:00,2025-06-07 00:00:00,1304000.0,1323943.0,19943.0,19943.0,19943.0
14462561,2025-06-01 12:30:00,2025-06-08 12:00:00,1304167.0,1349246.0,45079.0,45079.0,45079.0
14462562,2025-06-02 00:00:00,2025-06-06 00:00:00,1642468.0,1657645.0,15177.0,15177.0,15177.0
14462563,2025-06-04 00:00:00,2025-06-08 00:00:00,3600748.0,3650692.0,49944.0,49944.0,49944.0
14462565,2025-05-30 00:00:00,2025-06-06 00:00:00,3245511.0,3297598.0,52087.0,52087.0,52087.0
14462566,2025-06-02 00:00:00,2025-06-08 00:00:00,2722021.0,2722021.0,0.0,0.0,0.0
14462569,2025-06-01 12:15:00,2025-06-08 12:00:00,107364.0,108898.0,1534.0,1534.0,1534.0
14462570,2025-06-01 12:15:00,2025-06-05 06:00:00,1923163.0,1938083.0,14920.0,14920.0,14920.0
14462571,2025-06-01 12:15:00,2025-06-02 18:00:00,964270.0,966494.0,2224.0,2224.0,2224.0
14462573,2025-06-02 00:00:00,2025-06-08 00:00:00,3892497.0,3926027.0,33530.0,33530.0,33530.0
14462574,2025-06-02 00:00:00,2025-06-08 00:00:00,2317587.0,2344328.0,26741.0,26741.0,26741.0
14462577,2025-05-25 02:00:00,2025-06-08 06:00:00,2401961.0,2443224.0,41263.0,41263.0,41263.0
14462580,2025-06-01 00:00:00,2025-06-02 00:00:00,4434796.0,4443077.0,8281.0,8281.0,8281.0
14462581,2025-06-01 12:15:00,2025-06-08 12:00:00,267125.0,291434.0,24309.0,24309.0,24309.0
14462582,2025-05-30 00:00:00,2025-06-04 00:00:00,8909.0,8909.0,0.0,0.0,0.0
14462584,2025-04-01 00:00:00,2025-06-08 00:00:00,1018378.0,1179775.0,161397.0,161397.0,161397.0
14462585,2025-06-01 00:00:00,2025-06-08 00:00:00,1942353.0,1970394.0,28041.0,28041.0,28041.0
14462588,2025-05-30 00:00:00,2025-06-07 00:00:00,1906429.0,1928599.0,22170.0,22170.0,22170.0
14462589,2025-05-31 00:00:00,2025-06-08 00:00:00,848256.0,863442.0,15186.0,15186.0,15186.0
14462590,2025-05-31 12:15:00,2025-06-08 00:00:00,1437225.0,1456990.0,19765.0,19765.0,19765.0
14462592,2025-06-01 00:15:00,2025-06-08 12:00:00,3462319.0,3532774.0,70455.0,70455.0,70455.0
14462593,2025-06-01 12:15:00,2025-06-07 12:00:00,740520.0,772574.0,32054.0,32054.0,32054.0
14462594,2025-06-02 00:00:00,2025-06-08 00:00:00,2804342.0,2846293.0,41951.0,41951.0,41951.0
14462595,2025-06-01 12:15:00,2025-06-08 00:00:00,2179654.0,2218367.0,38713.0,38713.0,38713.0
14462597,2025-06-02 00:00:00,2025-06-08 00:00:00,915142.0,930008.0,14866.0,14866.0,14866.0
14462598,2025-06-01 00:00:00,2025-06-07 00:00:00,388154.0,393810.0,5656.0,5656.0,5656.0
14462600,2025-06-02 00:00:00,2025-06-06 00:00:00,5968317.0,5980159.0,11842.0,11842.0,11842.0
14462602,2025-06-01 12:15:00,2025-06-07 16:00:00,1657915.0,1677783.0,19868.0,19868.0,19868.0
14462603,2025-06-01 12:15:00,2025-06-07 12:00:00,1914863.0,1932791.0,17928.0,17928.0,17928.0
14462605,2025-06-01 12:15:00,2025-06-05 06:00:00,2782262.0,2803447.0,21185.0,21185.0,21185.0
14462606,2025-05-05 00:00:00,2025-06-01 00:00:00,2175150.0,2300527.0,125377.0,125377.0,125377.0
14462607,2025-06-01 00:00:00,2025-06-07 00:00:00,316743.0,318449.0,1706.0,1706.0,1706.0
